+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| url     | Number | Number_ | Start_o | End_of_ | Image   | Image_a | Image_l | Name    | Name_li |
| org/wik |        | org/wik |         |         | dia.org |         | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe |         | i/File: |         | i/Bill_ |
| of_Pres |        | dency_o |         |         | dia/com |         | Bill_Cl |         | Clinton |
| idents_ |        | f_Bill_ |         |         | mons/th |         | inton.j |         |         |
| of_the_ |        | Clinton |         |         | umb/d/d |         | pg      |         |         |
| United_ |        |         |         |         | 3/Bill_ |         |         |         |         |
| States  |        |         |         |         | Clinton |         |         |         |         |
|         |        |         |         |         | .jpg/16 |         |         |         |         |
|         |        |         |         |         | 5px-Bil |         |         |         |         |
|         |        |         |         |         | l_Clint |         |         |         |         |
|         |        |         |         |         | on.jpg  |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 42     | https:/ | January | January | https:/ | Bill Cl | https:/ | Bill    | https:/ |
| /en.wik |        | /en.wik | 20,     | 20,     | /upload | inton.j | /en.wik | Clinton | /en.wik |
| ipedia. |        | ipedia. | 1993    | 2001    | .wikime | pg      | ipedia. |         | ipedia. |
| org/wik |        | org/wik |         |         | dia.org |         | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe |         | i/File: |         | i/Bill_ |
| of_Pres |        | dency_o |         |         | dia/com |         | Bill_Cl |         | Clinton |
| idents_ |        | f_Bill_ |         |         | mons/th |         | inton.j |         |         |
| of_the_ |        | Clinton |         |         | umb/d/d |         | pg      |         |         |
| United_ |        |         |         |         | 3/Bill_ |         |         |         |         |
| States  |        |         |         |         | Clinton |         |         |         |         |
|         |        |         |         |         | .jpg/16 |         |         |         |         |
|         |        |         |         |         | 5px-Bil |         |         |         |         |
|         |        |         |         |         | l_Clint |         |         |         |         |
|         |        |         |         |         | on.jpg  |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 43     | https:/ | January | January | https:/ | George- | https:/ | George  | https:/ |
| /en.wik |        | /en.wik | 20,     | 20,     | /upload | W-Bush. | /en.wik | W. Bush | /en.wik |
| ipedia. |        | ipedia. | 2001    | 2009    | .wikime | jpeg    | ipedia. |         | ipedia. |
| org/wik |        | org/wik |         |         | dia.org |         | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe |         | i/File: |         | i/Georg |
| of_Pres |        | dency_o |         |         | dia/com |         | George- |         | e_W._Bu |
| idents_ |        | f_Georg |         |         | mons/th |         | W-Bush. |         | sh      |
| of_the_ |        | e_W._Bu |         |         | umb/d/d |         | jpeg    |         |         |
| United_ |        | sh      |         |         | 4/Georg |         |         |         |         |
| States  |        |         |         |         | e-W-Bus |         |         |         |         |
|         |        |         |         |         | h.jpeg/ |         |         |         |         |
|         |        |         |         |         | 165px-  |         |         |         |         |
|         |        |         |         |         | George- |         |         |         |         |
|         |        |         |         |         | W-Bush. |         |         |         |         |
|         |        |         |         |         | jpeg    |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 43     | https:/ | January | January | https:/ | George- | https:/ | George  | https:/ |
| /en.wik |        | /en.wik | 20,     | 20,     | /upload | W-Bush. | /en.wik | W. Bush | /en.wik |
| ipedia. |        | ipedia. | 2001    | 2009    | .wikime | jpeg    | ipedia. |         | ipedia. |
| org/wik |        | org/wik |         |         | dia.org |         | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe |         | i/File: |         | i/Georg |
| of_Pres |        | dency_o |         |         | dia/com |         | George- |         | e_W._Bu |
| idents_ |        | f_Georg |         |         | mons/th |         | W-Bush. |         | sh      |
| of_the_ |        | e_W._Bu |         |         | umb/d/d |         | jpeg    |         |         |
| United_ |        | sh      |         |         | 4/Georg |         |         |         |         |
| States  |        |         |         |         | e-W-Bus |         |         |         |         |
|         |        |         |         |         | h.jpeg/ |         |         |         |         |
|         |        |         |         |         | 165px-  |         |         |         |         |
|         |        |         |         |         | George- |         |         |         |         |
|         |        |         |         |         | W-Bush. |         |         |         |         |
|         |        |         |         |         | jpeg    |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 44     | https:/ | January | January | https:/ | Obama p | https:/ | Barack  | https:/ |
| /en.wik |        | /en.wik | 20,     | 20,     | /upload | ortrait | /en.wik | Obama   | /en.wik |
| ipedia. |        | ipedia. | 2009    | 2017    | .wikime | crop.jp | ipedia. |         | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | g       | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe |         | i/File: |         | i/Barac |
| of_Pres |        | dency_o |         |         | dia/com |         | Obama_p |         | k_Obama |
| idents_ |        | f_Barac |         |         | mons/th |         | ortrait |         |         |
| of_the_ |        | k_Obama |         |         | umb/f/f |         | _crop.j |         |         |
| United_ |        |         |         |         | 9/Obama |         | pg      |         |         |
| States  |        |         |         |         | _portra |         |         |         |         |
|         |        |         |         |         | it_crop |         |         |         |         |
|         |        |         |         |         | .jpg/16 |         |         |         |         |
|         |        |         |         |         | 5px-Oba |         |         |         |         |
|         |        |         |         |         | ma_port |         |         |         |         |
|         |        |         |         |         | rait_cr |         |         |         |         |
|         |        |         |         |         | op.jpg  |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 44     | https:/ | January | January | https:/ | Obama p | https:/ | Barack  | https:/ |
| /en.wik |        | /en.wik | 20,     | 20,     | /upload | ortrait | /en.wik | Obama   | /en.wik |
| ipedia. |        | ipedia. | 2009    | 2017    | .wikime | crop.jp | ipedia. |         | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | g       | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe |         | i/File: |         | i/Barac |
| of_Pres |        | dency_o |         |         | dia/com |         | Obama_p |         | k_Obama |
| idents_ |        | f_Barac |         |         | mons/th |         | ortrait |         |         |
| of_the_ |        | k_Obama |         |         | umb/f/f |         | _crop.j |         |         |
| United_ |        |         |         |         | 9/Obama |         | pg      |         |         |
| States  |        |         |         |         | _portra |         |         |         |         |
|         |        |         |         |         | it_crop |         |         |         |         |
|         |        |         |         |         | .jpg/16 |         |         |         |         |
|         |        |         |         |         | 5px-Oba |         |         |         |         |
|         |        |         |         |         | ma_port |         |         |         |         |
|         |        |         |         |         | rait_cr |         |         |         |         |
|         |        |         |         |         | op.jpg  |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 45     | https:/ | January |         | https:/ | Donald  | https:/ | Donald  | https:/ |
| /en.wik |        | /en.wik | 20,     |         | /upload | Trump o | /en.wik | Trump   | /en.wik |
| ipedia. |        | ipedia. | 2017    |         | .wikime | fficial | ipedia. |         | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | portrai | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe | t (crop | i/File: |         | i/Donal |
| of_Pres |        | dency_o |         |         | dia/com | ped).jp | Donald_ |         | d_Trump |
| idents_ |        | f_Donal |         |         | mons/th | g       | Trump_o |         |         |
| of_the_ |        | d_Trump |         |         | umb/5/5 |         | fficial |         |         |
| United_ |        |         |         |         | 3/Donal |         | _portra |         |         |
| States  |        |         |         |         | d_Trump |         | it_(cro |         |         |
|         |        |         |         |         | _offici |         | pped).j |         |         |
|         |        |         |         |         | al_port |         | pg      |         |         |
|         |        |         |         |         | rait_%2 |         |         |         |         |
|         |        |         |         |         | 8croppe |         |         |         |         |
|         |        |         |         |         | d%29.jp |         |         |         |         |
|         |        |         |         |         | g/165px |         |         |         |         |
|         |        |         |         |         | -Donald |         |         |         |         |
|         |        |         |         |         | _Trump_ |         |         |         |         |
|         |        |         |         |         | officia |         |         |         |         |
|         |        |         |         |         | l_portr |         |         |         |         |
|         |        |         |         |         | ait_%28 |         |         |         |         |
|         |        |         |         |         | cropped |         |         |         |         |
|         |        |         |         |         | %29.jpg |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
