+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| url  | Numb | Pres | Pres | Pres | Pres | Date | Live | Prio | Par | Par | Beg | Ter | End | Vic |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 36   | Nove | Janu | Lynd | http | 1908 | (Liv | 37th | Dem | htt | (19 | 45  | (19 | Hub |
| s:// |      | mber | ary  | on   | s:// | –197 | ed:  | Vice | ocr | ps: | 64) |     | 65) | ert |
| en.w |      | 22,  | 20,  | B. J | en.w | 3    | 64 y | Pres | ati | //e |     |     |     | Hum |
| ikip |      | 1963 | 1969 | ohns | ikip |      | ears | iden | c   | n.w |     |     |     | phr |
| edia |      |      |      | on   | edia |      | )    | t of |     | iki |     |     |     | ey  |
| .org |      |      |      |      | .org |      |      | the  |     | ped |     |     |     |  Ja |
| /wik |      |      |      |      | /wik |      |      | Unit |     | ia. |     |     |     | nua |
| i/Li |      |      |      |      | i/Ly |      |      | ed S |     | org |     |     |     | ry  |
| st_o |      |      |      |      | ndon |      |      | tate |     | /wi |     |     |     | 20, |
| f_Pr |      |      |      |      | _B._ |      |      | s    |     | ki/ |     |     |     | 196 |
| esid |      |      |      |      | John |      |      |      |     | Dem |     |     |     | 5 – |
| ents |      |      |      |      | son  |      |      |      |     | ocr |     |     |     | Jan |
| _of_ |      |      |      |      |      |      |      |      |     | ati |     |     |     | uar |
| the_ |      |      |      |      |      |      |      |      |     | c_P |     |     |     | y   |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     | 20, |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     | 196 |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     | 9   |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 37   | Janu | Augu | Rich | http | 1913 | (Liv | 36th | Rep | htt | (19 | 46  | (19 | Spi |
| s:// |      | ary  | st   | ard  | s:// | –    | ed:  | Vice | ubl | ps: | 68) |     | 69) | ro  |
| en.w |      | 20,  | 9,   | Nixo | en.w |      | 81 y | Pres | ica | //e |     |     |     | Agn |
| ikip |      | 1969 | 1974 | n    | ikip |      | ears | iden | n   | n.w |     |     |     | ew  |
| edia |      |      |      |      | edia |      | )    | t of |     | iki |     |     |     |  Ja |
| .org |      |      |      |      | .org |      |      | the  |     | ped |     |     |     | nua |
| /wik |      |      |      |      | /wik |      |      | Unit |     | ia. |     |     |     | ry  |
| i/Li |      |      |      |      | i/Ri |      |      | ed S |     | org |     |     |     | 20, |
| st_o |      |      |      |      | char |      |      | tate |     | /wi |     |     |     | 196 |
| f_Pr |      |      |      |      | d_Ni |      |      | s    |     | ki/ |     |     |     | 9 – |
| esid |      |      |      |      | xon  |      |      |  (19 |     | Rep |     |     |     | Oct |
| ents |      |      |      |      |      |      |      | 53–1 |     | ubl |     |     |     | obe |
| _of_ |      |      |      |      |      |      |      | 961) |     | ica |     |     |     | r   |
| the_ |      |      |      |      |      |      |      |      |     | n_P |     |     |     | 10, |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     | 197 |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     | 3   |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     |  (R |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     | esi |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     | gne |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     | d f |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     | rom |
|      |      |      |      |      |      |      |      |      |     |     |     |     |     | off |
|      |      |      |      |      |      |      |      |      |     |     |     |     |     | ice |
|      |      |      |      |      |      |      |      |      |     |     |     |     |     | )   |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 37   | Janu | Augu | Rich | http | 1913 | (Liv | 36th | Rep | htt | (19 | 47  | (19 | Spi |
| s:// |      | ary  | st   | ard  | s:// | –    | ed:  | Vice | ubl | ps: | 72) |     | 73) | ro  |
| en.w |      | 20,  | 9,   | Nixo | en.w |      | 81 y | Pres | ica | //e |     |     |  (1 | Agn |
| ikip |      | 1969 | 1974 | n    | ikip |      | ears | iden | n   | n.w |     |     | 974 | ew  |
| edia |      |      |      |      | edia |      | )    | t of |     | iki |     |     | )   |  Ja |
| .org |      |      |      |      | .org |      |      | the  |     | ped |     |     |     | nua |
| /wik |      |      |      |      | /wik |      |      | Unit |     | ia. |     |     |     | ry  |
| i/Li |      |      |      |      | i/Ri |      |      | ed S |     | org |     |     |     | 20, |
| st_o |      |      |      |      | char |      |      | tate |     | /wi |     |     |     | 196 |
| f_Pr |      |      |      |      | d_Ni |      |      | s    |     | ki/ |     |     |     | 9 – |
| esid |      |      |      |      | xon  |      |      |  (19 |     | Rep |     |     |     | Oct |
| ents |      |      |      |      |      |      |      | 53–1 |     | ubl |     |     |     | obe |
| _of_ |      |      |      |      |      |      |      | 961) |     | ica |     |     |     | r   |
| the_ |      |      |      |      |      |      |      |      |     | n_P |     |     |     | 10, |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     | 197 |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     | 3   |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     |  (R |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     | esi |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     | gne |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     | d f |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     | rom |
|      |      |      |      |      |      |      |      |      |     |     |     |     |     | off |
|      |      |      |      |      |      |      |      |      |     |     |     |     |     | ice |
|      |      |      |      |      |      |      |      |      |     |     |     |     |     | )   |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 37   | Janu | Augu | Rich | http | 1913 | (Liv | 36th | Rep | htt | (19 | 47  | (19 | Off |
| s:// |      | ary  | st   | ard  | s:// | –    | ed:  | Vice | ubl | ps: | 72) |     | 73) | ice |
| en.w |      | 20,  | 9,   | Nixo | en.w |      | 81 y | Pres | ica | //e |     |     |  (1 | vac |
| ikip |      | 1969 | 1974 | n    | ikip |      | ears | iden | n   | n.w |     |     | 974 | ant |
| edia |      |      |      |      | edia |      | )    | t of |     | iki |     |     | )   |  Oc |
| .org |      |      |      |      | .org |      |      | the  |     | ped |     |     |     | tob |
| /wik |      |      |      |      | /wik |      |      | Unit |     | ia. |     |     |     | er  |
| i/Li |      |      |      |      | i/Ri |      |      | ed S |     | org |     |     |     | 10  |
| st_o |      |      |      |      | char |      |      | tate |     | /wi |     |     |     | – D |
| f_Pr |      |      |      |      | d_Ni |      |      | s    |     | ki/ |     |     |     | ece |
| esid |      |      |      |      | xon  |      |      |  (19 |     | Rep |     |     |     | mbe |
| ents |      |      |      |      |      |      |      | 53–1 |     | ubl |     |     |     | r   |
| _of_ |      |      |      |      |      |      |      | 961) |     | ica |     |     |     | 6,  |
| the_ |      |      |      |      |      |      |      |      |     | n_P |     |     |     | 197 |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     | 3   |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     |     |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     |     |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 37   | Janu | Augu | Rich | http | 1913 | (Liv | 36th | Rep | htt | (19 | 47  | (19 | Ger |
| s:// |      | ary  | st   | ard  | s:// | –    | ed:  | Vice | ubl | ps: | 72) |     | 73) | ald |
| en.w |      | 20,  | 9,   | Nixo | en.w |      | 81 y | Pres | ica | //e |     |     |  (1 | For |
| ikip |      | 1969 | 1974 | n    | ikip |      | ears | iden | n   | n.w |     |     | 974 | d   |
| edia |      |      |      |      | edia |      | )    | t of |     | iki |     |     | )   |  De |
| .org |      |      |      |      | .org |      |      | the  |     | ped |     |     |     | cem |
| /wik |      |      |      |      | /wik |      |      | Unit |     | ia. |     |     |     | ber |
| i/Li |      |      |      |      | i/Ri |      |      | ed S |     | org |     |     |     | 6,  |
| st_o |      |      |      |      | char |      |      | tate |     | /wi |     |     |     | 197 |
| f_Pr |      |      |      |      | d_Ni |      |      | s    |     | ki/ |     |     |     | 3 – |
| esid |      |      |      |      | xon  |      |      |  (19 |     | Rep |     |     |     | Aug |
| ents |      |      |      |      |      |      |      | 53–1 |     | ubl |     |     |     | ust |
| _of_ |      |      |      |      |      |      |      | 961) |     | ica |     |     |     | 9,  |
| the_ |      |      |      |      |      |      |      |      |     | n_P |     |     |     | 197 |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     | 4   |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     |  (S |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     | ucc |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     | eed |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     | ed  |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     | to  |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     | pre |
|      |      |      |      |      |      |      |      |      |     |     |     |     |     | sid |
|      |      |      |      |      |      |      |      |      |     |     |     |     |     | enc |
|      |      |      |      |      |      |      |      |      |     |     |     |     |     | y)  |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 38   | Augu | Janu | Gera | http | 1913 | (Liv | 40th | Rep | htt | (19 | 47  | (19 | Off |
| s:// |      | st   | ary  | ld   | s:// | –    | ed:  | Vice | ubl | ps: | 72) |     | 73) | ice |
| en.w |      | 9,   | 20,  | Ford | en.w |      | 93 y | Pres | ica | //e |     |     |  (1 | vac |
| ikip |      | 1974 | 1977 |      | ikip |      | ears | iden | n   | n.w |     |     | 974 | ant |
| edia |      |      |      |      | edia |      | )    | t of |     | iki |     |     | )   |  Au |
| .org |      |      |      |      | .org |      |      | the  |     | ped |     |     |     | gus |
| /wik |      |      |      |      | /wik |      |      | Unit |     | ia. |     |     |     | t 9 |
| i/Li |      |      |      |      | i/Ge |      |      | ed S |     | org |     |     |     | – D |
| st_o |      |      |      |      | rald |      |      | tate |     | /wi |     |     |     | ece |
| f_Pr |      |      |      |      | _For |      |      | s    |     | ki/ |     |     |     | mbe |
| esid |      |      |      |      | d    |      |      |      |     | Rep |     |     |     | r   |
| ents |      |      |      |      |      |      |      |      |     | ubl |     |     |     | 19, |
| _of_ |      |      |      |      |      |      |      |      |     | ica |     |     |     | 197 |
| the_ |      |      |      |      |      |      |      |      |     | n_P |     |     |     | 4   |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     |     |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     |     |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     |     |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 38   | Augu | Janu | Gera | http | 1913 | (Liv | 40th | Rep | htt | Dec |     | (19 | (19 |
| s:// |      | st   | ary  | ld   | s:// | –    | ed:  | Vice | ubl | ps: | emb |     | 73) | 72) |
| en.w |      | 9,   | 20,  | Ford | en.w |      | 93 y | Pres | ica | //e | er  |     |  (1 |  47 |
| ikip |      | 1974 | 1977 |      | ikip |      | ears | iden | n   | n.w | 19, |     | 974 |  (1 |
| edia |      |      |      |      | edia |      | )    | t of |     | iki | 197 |     | )   | 973 |
| .org |      |      |      |      | .org |      |      | the  |     | ped | 4 – |     |     | )   |
| /wik |      |      |      |      | /wik |      |      | Unit |     | ia. | Jan |     |     |  (1 |
| i/Li |      |      |      |      | i/Ge |      |      | ed S |     | org | uar |     |     | 974 |
| st_o |      |      |      |      | rald |      |      | tate |     | /wi | y   |     |     | )   |
| f_Pr |      |      |      |      | _For |      |      | s    |     | ki/ | 20, |     |     | [j] |
| esid |      |      |      |      | d    |      |      |      |     | Rep | 197 |     |     |     |
| ents |      |      |      |      |      |      |      |      |     | ubl | 7   |     |     |     |
| _of_ |      |      |      |      |      |      |      |      |     | ica |     |     |     |     |
| the_ |      |      |      |      |      |      |      |      |     | n_P |     |     |     |     |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     |     |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     |     |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     |     |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 39   | Janu | Janu | Jimm | http | Born | (93  | 76th | Dem | htt | (19 | 48  | (19 | Wal |
| s:// |      | ary  | ary  | y Ca | s:// | 1924 | year |  Gov | ocr | ps: | 76) |     | 77) | ter |
| en.w |      | 20,  | 20,  | rter | en.w |      | s    | erno | ati | //e |     |     |     | Mon |
| ikip |      | 1977 | 1981 |      | ikip |      | old) | r of | c   | n.w |     |     |     | dal |
| edia |      |      |      |      | edia |      |      | Geor |     | iki |     |     |     | e   |
| .org |      |      |      |      | .org |      |      | gia  |     | ped |     |     |     |     |
| /wik |      |      |      |      | /wik |      |      |  (19 |     | ia. |     |     |     |     |
| i/Li |      |      |      |      | i/Ji |      |      | 71–1 |     | org |     |     |     |     |
| st_o |      |      |      |      | mmy_ |      |      | 975) |     | /wi |     |     |     |     |
| f_Pr |      |      |      |      | Cart |      |      |      |     | ki/ |     |     |     |     |
| esid |      |      |      |      | er   |      |      |      |     | Dem |     |     |     |     |
| ents |      |      |      |      |      |      |      |      |     | ocr |     |     |     |     |
| _of_ |      |      |      |      |      |      |      |      |     | ati |     |     |     |     |
| the_ |      |      |      |      |      |      |      |      |     | c_P |     |     |     |     |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     |     |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     |     |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     |     |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 40   | Janu | Janu | Rona | http | 1911 | (Liv | 33rd | Rep | htt | (19 | 49  | (19 | Geo |
| s:// |      | ary  | ary  | ld R | s:// | –    | ed:  |  Gov | ubl | ps: | 80) |     | 81) | rge |
| en.w |      | 20,  | 20,  | eaga | en.w |      | 93 y | erno | ica | //e |     |     |     | H.  |
| ikip |      | 1981 | 1989 | n    | ikip |      | ears | r of | n   | n.w |     |     |     | W.  |
| edia |      |      |      |      | edia |      | )    | Cali |     | iki |     |     |     | Bus |
| .org |      |      |      |      | .org |      |      | forn |     | ped |     |     |     | h   |
| /wik |      |      |      |      | /wik |      |      | ia   |     | ia. |     |     |     |     |
| i/Li |      |      |      |      | i/Ro |      |      |  (19 |     | org |     |     |     |     |
| st_o |      |      |      |      | nald |      |      | 67–1 |     | /wi |     |     |     |     |
| f_Pr |      |      |      |      | _Rea |      |      | 975) |     | ki/ |     |     |     |     |
| esid |      |      |      |      | gan  |      |      |      |     | Rep |     |     |     |     |
| ents |      |      |      |      |      |      |      |      |     | ubl |     |     |     |     |
| _of_ |      |      |      |      |      |      |      |      |     | ica |     |     |     |     |
| the_ |      |      |      |      |      |      |      |      |     | n_P |     |     |     |     |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     |     |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     |     |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     |     |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 40   | Janu | Janu | Rona | http | 1911 | (Liv | 33rd | Rep | htt | (19 | 50  | (19 | Geo |
| s:// |      | ary  | ary  | ld R | s:// | –    | ed:  |  Gov | ubl | ps: | 84) |     | 85) | rge |
| en.w |      | 20,  | 20,  | eaga | en.w |      | 93 y | erno | ica | //e |     |     |     | H.  |
| ikip |      | 1981 | 1989 | n    | ikip |      | ears | r of | n   | n.w |     |     |     | W.  |
| edia |      |      |      |      | edia |      | )    | Cali |     | iki |     |     |     | Bus |
| .org |      |      |      |      | .org |      |      | forn |     | ped |     |     |     | h   |
| /wik |      |      |      |      | /wik |      |      | ia   |     | ia. |     |     |     |     |
| i/Li |      |      |      |      | i/Ro |      |      |  (19 |     | org |     |     |     |     |
| st_o |      |      |      |      | nald |      |      | 67–1 |     | /wi |     |     |     |     |
| f_Pr |      |      |      |      | _Rea |      |      | 975) |     | ki/ |     |     |     |     |
| esid |      |      |      |      | gan  |      |      |      |     | Rep |     |     |     |     |
| ents |      |      |      |      |      |      |      |      |     | ubl |     |     |     |     |
| _of_ |      |      |      |      |      |      |      |      |     | ica |     |     |     |     |
| the_ |      |      |      |      |      |      |      |      |     | n_P |     |     |     |     |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     |     |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     |     |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     |     |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 41   | Janu | Janu | Geor | http | Born | (93  | 43rd | Rep | htt | (19 | 51  | (19 | Dan |
| s:// |      | ary  | ary  | ge   | s:// | 1924 | year | Vice | ubl | ps: | 88) |     | 89) | Qua |
| en.w |      | 20,  | 20,  | H.   | en.w |      | s    | Pres | ica | //e |     |     |     | yle |
| ikip |      | 1989 | 1993 | W.   | ikip |      | old) | iden | n   | n.w |     |     |     |     |
| edia |      |      |      | Bush | edia |      |      | t of |     | iki |     |     |     |     |
| .org |      |      |      |      | .org |      |      | the  |     | ped |     |     |     |     |
| /wik |      |      |      |      | /wik |      |      | Unit |     | ia. |     |     |     |     |
| i/Li |      |      |      |      | i/Ge |      |      | ed S |     | org |     |     |     |     |
| st_o |      |      |      |      | orge |      |      | tate |     | /wi |     |     |     |     |
| f_Pr |      |      |      |      | _H._ |      |      | s    |     | ki/ |     |     |     |     |
| esid |      |      |      |      | W._B |      |      |      |     | Rep |     |     |     |     |
| ents |      |      |      |      | ush  |      |      |      |     | ubl |     |     |     |     |
| _of_ |      |      |      |      |      |      |      |      |     | ica |     |     |     |     |
| the_ |      |      |      |      |      |      |      |      |     | n_P |     |     |     |     |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     |     |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     |     |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     |     |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 42   | Janu | Janu | Bill | http | Born | (71  | 40th | Dem | htt | (19 | 52  | (19 | Al  |
| s:// |      | ary  | ary  | Clin | s:// | 1946 | year | &    | ocr | ps: | 92) |     | 93) | Gor |
| en.w |      | 20,  | 20,  | ton  | en.w |      | s    | 42nd | ati | //e |     |     |     | e   |
| ikip |      | 1993 | 2001 |      | ikip |      | old) |  Gov | c   | n.w |     |     |     |     |
| edia |      |      |      |      | edia |      |      | erno |     | iki |     |     |     |     |
| .org |      |      |      |      | .org |      |      | r of |     | ped |     |     |     |     |
| /wik |      |      |      |      | /wik |      |      | Arka |     | ia. |     |     |     |     |
| i/Li |      |      |      |      | i/Bi |      |      | nsas |     | org |     |     |     |     |
| st_o |      |      |      |      | ll_C |      |      |  (19 |     | /wi |     |     |     |     |
| f_Pr |      |      |      |      | lint |      |      | 79–1 |     | ki/ |     |     |     |     |
| esid |      |      |      |      | on   |      |      | 981  |     | Dem |     |     |     |     |
| ents |      |      |      |      |      |      |      | & 19 |     | ocr |     |     |     |     |
| _of_ |      |      |      |      |      |      |      | 83–1 |     | ati |     |     |     |     |
| the_ |      |      |      |      |      |      |      | 992) |     | c_P |     |     |     |     |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     |     |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     |     |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     |     |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 42   | Janu | Janu | Bill | http | Born | (71  | 40th | Dem | htt | (19 | 53  | (19 | Al  |
| s:// |      | ary  | ary  | Clin | s:// | 1946 | year | &    | ocr | ps: | 96) |     | 97) | Gor |
| en.w |      | 20,  | 20,  | ton  | en.w |      | s    | 42nd | ati | //e |     |     |     | e   |
| ikip |      | 1993 | 2001 |      | ikip |      | old) |  Gov | c   | n.w |     |     |     |     |
| edia |      |      |      |      | edia |      |      | erno |     | iki |     |     |     |     |
| .org |      |      |      |      | .org |      |      | r of |     | ped |     |     |     |     |
| /wik |      |      |      |      | /wik |      |      | Arka |     | ia. |     |     |     |     |
| i/Li |      |      |      |      | i/Bi |      |      | nsas |     | org |     |     |     |     |
| st_o |      |      |      |      | ll_C |      |      |  (19 |     | /wi |     |     |     |     |
| f_Pr |      |      |      |      | lint |      |      | 79–1 |     | ki/ |     |     |     |     |
| esid |      |      |      |      | on   |      |      | 981  |     | Dem |     |     |     |     |
| ents |      |      |      |      |      |      |      | & 19 |     | ocr |     |     |     |     |
| _of_ |      |      |      |      |      |      |      | 83–1 |     | ati |     |     |     |     |
| the_ |      |      |      |      |      |      |      | 992) |     | c_P |     |     |     |     |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     |     |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     |     |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     |     |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 43   | Janu | Janu | Geor | http | Born | (71  | 46th | Rep | htt | (20 | 54  | (20 | Dic |
| s:// |      | ary  | ary  | ge   | s:// | 1946 | year |  Gov | ubl | ps: | 00) |     | 01) | k C |
| en.w |      | 20,  | 20,  | W.   | en.w |      | s    | erno | ica | //e |     |     |     | hen |
| ikip |      | 2001 | 2009 | Bush | ikip |      | old) | r of | n   | n.w |     |     |     | ey  |
| edia |      |      |      |      | edia |      |      | Texa |     | iki |     |     |     |     |
| .org |      |      |      |      | .org |      |      | s    |     | ped |     |     |     |     |
| /wik |      |      |      |      | /wik |      |      |  (19 |     | ia. |     |     |     |     |
| i/Li |      |      |      |      | i/Ge |      |      | 95–2 |     | org |     |     |     |     |
| st_o |      |      |      |      | orge |      |      | 000) |     | /wi |     |     |     |     |
| f_Pr |      |      |      |      | _W._ |      |      |      |     | ki/ |     |     |     |     |
| esid |      |      |      |      | Bush |      |      |      |     | Rep |     |     |     |     |
| ents |      |      |      |      |      |      |      |      |     | ubl |     |     |     |     |
| _of_ |      |      |      |      |      |      |      |      |     | ica |     |     |     |     |
| the_ |      |      |      |      |      |      |      |      |     | n_P |     |     |     |     |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     |     |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     |     |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     |     |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 43   | Janu | Janu | Geor | http | Born | (71  | 46th | Rep | htt | (20 | 55  | (20 | Dic |
| s:// |      | ary  | ary  | ge   | s:// | 1946 | year |  Gov | ubl | ps: | 04) |     | 05) | k C |
| en.w |      | 20,  | 20,  | W.   | en.w |      | s    | erno | ica | //e |     |     |     | hen |
| ikip |      | 2001 | 2009 | Bush | ikip |      | old) | r of | n   | n.w |     |     |     | ey  |
| edia |      |      |      |      | edia |      |      | Texa |     | iki |     |     |     |     |
| .org |      |      |      |      | .org |      |      | s    |     | ped |     |     |     |     |
| /wik |      |      |      |      | /wik |      |      |  (19 |     | ia. |     |     |     |     |
| i/Li |      |      |      |      | i/Ge |      |      | 95–2 |     | org |     |     |     |     |
| st_o |      |      |      |      | orge |      |      | 000) |     | /wi |     |     |     |     |
| f_Pr |      |      |      |      | _W._ |      |      |      |     | ki/ |     |     |     |     |
| esid |      |      |      |      | Bush |      |      |      |     | Rep |     |     |     |     |
| ents |      |      |      |      |      |      |      |      |     | ubl |     |     |     |     |
| _of_ |      |      |      |      |      |      |      |      |     | ica |     |     |     |     |
| the_ |      |      |      |      |      |      |      |      |     | n_P |     |     |     |     |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     |     |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     |     |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     |     |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 44   | Janu | Janu | Bara | http | Born | (56  | U.S. | Dem | htt | (20 | 56  | (20 | Joe |
| s:// |      | ary  | ary  | ck O | s:// | 1961 | year | Sena | ocr | ps: | 08) |     | 09) | Bid |
| en.w |      | 20,  | 20,  | bama | en.w |      | s    | tor  | ati | //e |     |     |     | en  |
